編號,名稱,簡介說明,鄉鎮,地址,電話,緯度,經度,門票/收費,旅遊叮嚀,行車資訊,大眾運輸,停車資訊
1422,原日軍臺中飛行場機槍堡,本設施為西元1940年日軍因應原日軍臺中飛行場（今水湳機場）武裝戰備而興建，火力網可壓制飛行場東側一帶平原開闊地，屬機槍掩體，慣稱「機槍堡」。其外型為圓錐型混凝土構造之結構體，底座直徑約10公尺，高約6~9公尺，壁體留有多處矩形窗口。其外型為吊鐘形混凝土構造之結構體，底座直徑約10公尺，高約6~9公尺，壁體四週留有多處矩形窗口。文章擷取自臺中市文化資產處,北屯區,經貿三路二段與經貿東路口,,24.18858,120.65852,,,,,
1421,積善樓,積善樓係從唐山聘請名家設計建造，所費不貲，其結構堅實歷經數十年仍屹立不搖，可見當初設計建造之用心，其樑柱木料採用福州杉木，燕尾式之屋簷使用筒仔瓦及垂簾瓦，塑有花草，裝有鏡片，雕樑畫棟，美不勝收，門樓後當有五株高齡榕樹，盤根錯節，濃蔭蔽天，靜座於此，令人心曠神怡，而發思古之幽情。擷取自臺中市文化資產處,北屯區,興安路一段163號,,24.16931,120.69384,,,,,
1420,國光假日花市,每當週六、日，往往擠滿了愛花、愛園藝的人前往採購，花市後方有停車場，交通便利。假日休閒的日子，不妨扶老攜幼一起到大里國光花市來享受一下綠意盎然、百花齊放的園藝世界。?,大里區,國光路二段100號,(04)24832770,24.10322,120.68242,,,,,
1419,立法院民主議政園區議員會館(議蘆會館),會館前後棟住宿區共有80間客房以及可容納240人之中餐廳、容納60人之咖啡廳各一間、規劃有10人及60人多功能會議室各一間，園區鄰近霧峰交流道交通便利，周遭著名景點有：霧峰區農會酒莊、民生故事館、菇類文化館、霧峰林家花園、亞洲大學現代美術館、光復新村、九二一地震教育園區、國立臺灣交響樂團音樂文化園區等，皆為20分鐘內之車程可到達之處，享有地利之便、人文氣息、環境清幽等諸多優點之勢，提供旅遊大眾『食、住、行、遊、購、娛』消費之所需。,霧峰區,中正路734 號,(04)23310868,24.05699,120.69785,,,,,
1418,臺中監獄矯正教育館,??藝文展示區定期主題式藝術作品展覽??3D彩繪室仿真拍照與模擬舍房體驗??VR實境體驗一窺圍牆內的生活1F規劃有接待大廳、自營作業產品展售區、教化作業矯正成效展示區、矯正歷史沿革展示區、中部矯正機關家屬遠距接見中心、世界地圖、互動拍照機及行政辦公區等；2F則設有彈性多媒體教室兼集會堂、模擬舍房、多功能教室、會議室、VR體驗區及3D彩繪室(本館重要亮點)等。?,南屯區,培德路7號,,24.13902,120.5957,,,,,
1417,MITSUI OUTLET PARK 台中港,??人氣地標60公尺「台中之星」摩天輪??首座海港型購物商城，匯聚約220家店鋪另外設人氣地標「台中之星」摩天輪，高達60公尺設有36座車廂 的摩天輪車廂內有空調設備可載4名乘客， 幸運的話還有機會搭到透明車廂，在12分鐘的歡樂時光中， 可從另一個嶄新的角度欣賞台中港的日與夜， 飽覽台中港優美景緻後， 摩天輪附近還有貨櫃市集提供日式小吃及飲料， 滿足闔家休閒之需求。圖片來源：Mitsui Outlet Park,梧棲區,臺灣大道十段168號,(04)25218999,24.25571,120.52078,,,,大眾交通運輸資訊請參考：https://www.mop.com.tw/taichungport/tw/traffic.html#sec-traffic-public,"汽車2,640輛、機車1,523輛(全日停車免費)"
1416,高美濕地遊客服務中心,??生態體驗館-環形劇場、互動體驗區及生態教育中心??觀賞高美夕陽及風車、夜晚觀星 為避免大量人、車潮破壞當地景觀及生態，台中市政府建設局耗時兩年多建置「高美濕地遊客服務中心」。佔地約八點四公頃，除了遊客服務中心本身外，也闢建公68、公69兩座共可容納二十七輛大客車、五百六十八輛小客車與兩百零五輛機車的停車場。遊客中心廣場前的裝置藝術遊客服務中心本體是兩層樓建物，採斜坡造型，外觀呈螺旋狀，宛若海浪從平地而起。二樓設有觀景平台，可在此觀賞高美夕陽及風車，也適合夜晚觀星；戶外廣場則有招潮蟹和貝殼造型的裝置藝術與戶外生態池，供遊客拍照與就近觀察濕地生態。除了提供旅遊資訊、導覽服務外，另規劃「生態體驗館」供遊客獲得更完整深刻的濕地與生態知識。此外，遊客服務中心還設有餐飲區、文創商品區，還不定期辦理音樂會、生態講座等各式活動，藉由多元化、複合式的模式，提供遊客在旅遊與休憩上更舒適便利。,清水區,美堤街8號,(04)26111566,24.30529,120.54761,,,,,
1415,中國醫藥大學立夫中醫藥博物館,立夫中醫藥博物館收藏豐富的中醫藥文物，其中不乏珍貴的稀有典藏品，以及一些歷經風化、一觸即碎的古書。除古物典藏外，亦為國內外少數提供完整中醫藥資訊及文物的博物館，富教學和研究價值、社會效益及文化特色。,北區,學士路91號(互助大樓1樓),(04)22053366#1670,24.15595,120.67993,,,,,
1414,林之助紀念館,林之助紀念館創建於1928年，前身為臺中師範學校附屬之教師宿舍，亦為膠彩畫之父林之助教授的故居，除保留當時建築構造原貌，也見證柳川沿岸都市的發展，同時記錄了林之助教授一生之教學與創作歷程。2015年修復落成後免費開放參觀，現由國立臺中教育大學自籌經費管理營運。?,西區,柳川西路二段158號,(04)22183652,24.14125,120.67348,,,,,
1413,臺中作家典藏館,臺中作家典藏館為「臺中文學館」的延伸，於2018年1月17日開幕，館址位於精武圖書館的4樓。蒐藏60位曾在臺中出生、生活、寫作的臺中作家，保存他們珍貴的手稿、剪報、影像、文物等，展現在地作家的文學故事與文化記憶。臺中作家典藏館是臺中專屬於作家的家，也讓讀者得以窺視、探索作家獨特的文學日常。,北區,精武路291之3號4樓,(04)22293875,24.14597,120.68486,,,,,
1412,臺中市纖維工藝博物館,編織是世界共通的工藝，編、結、織、染、繡除提供日常的食衣住行外，更從實際需求到創意表現，豐富了生活的色彩。1990年成立於臺中縣立文化中心的「編織工藝館」，以大甲帽蓆及泰雅族編織為起點，累積869件編織典藏，並出版及辦理相關叢書、展覽、館際與國際交流及人才培訓等，為一廣結國內編織工藝人才的小型地方文化館。因應博物館法之頒定並求永續發展，臺中市政府文化局自104年度起，規劃將編織工藝提升為臺中市第一座公立市級博物館。未來纖維工藝館將以「纖維 ‧ 時尚 ‧ 綠工藝」作為館舍定位及願景發展，以編織工藝館累積之豐碩研究成果為基礎，結合臺灣中部既有自然資源與人文脈絡，朝兼具生活、文化、時尚、設計又講求環保的專業博物館發展，並整合國內外相關纖維藝術等文化產業交流平臺，成為臺中市文化發展新地標。,大里區,勝利二路1號,(04)24860069,24.10083,120.68315,,,,,
1411,霧峰．民生．故事館,開放時間：週二至週日，09:00-17:00館舍地址：臺中市霧峰區中正路369號聯絡電話：04-23391556官方網站：http://www.twwfstory.com.tw/index.phpFacebook：https://www.facebook.com/twwfstory/?導覽解說：■有 □無 ■預約制預約電話：04-23391556其他服務：■ DIY體驗：農食手作教室■ 文創小舖■ 餐飲品牌：農學食堂,霧峰區,中正路369號,(04)23391556,24.03936,120.69271,,,,,
1410,太平買菸場,太平買菸場興建於1955年，是公賣局向菸農鑑定、收購菸葉的場所，1994年裁撤後閒置良久，因見證太平菸業發展歷程，加上建築構造特殊，整體空間具有再利用潛力，經修繕後重新開放，孕育出結合歷史與藝術文化的新場域。,太平區,東平路464號,(04)22790446,24.13406,120.72448,,,,,
1409,大振豐洋傘文創主題館,1樓展場除了雨傘，還有文創商品區、精品包包和帽子，館內設有「手作工匠坊」，可以了解一把傘如何完成；全台首創DIY組裝傘，從傘布、傘骨、中棒等零件，自己動手組裝，透過輕鬆有趣的方式，讓您體驗製傘的樂趣，除了自己動手DIY組裝傘之外，還可以發揮創意，在圖案上添上個人風格的配色，完成一把屬於你獨一無二的傘喔！,北屯區,太原路三段1160號,(04)22317689,24.16186,120.72323,,,,,
1408,南勢溪湧泉,南勢坑溪位於大肚山西側，其水源來自沙鹿的天然湧泉，從4000年前便有人類活動遺跡，這份終年供水穩定的水資源便非常重要，臺中地區在冬季及春季幾乎沒有天然降雨，沙鹿區的居民食用、飲用、洗衣、清潔、灌溉等用途，皆仰賴南勢坑溪的水源。?,沙鹿區,南昌路128號,,24.21391,120.55824,,,,,
1407,台中港區運動公園,??台中最美的運動公園??國際級正規滑輪溜冰場港區運動公園建築外觀為藍白色，搭配鮮豔的滑輪溜冰場跑道，吸引民眾在戶外拍照打卡。,沙鹿區,自強路301號,,24.20565,120.57665,,,,,
1406,筏子溪門戶迎賓水岸廊道,??「TAICHUNG」熱門打卡地標筏子溪位於台中高鐵軌道與74號快速道路間，是台中的國際門面 ，搭乘高鐵接近台中時望向窗外，看到地標就知道台中到了。,南屯區,筏子東街一段33-59號,,24.13048,120.61968,,,,,
1404,青桐林生態區步道,本步道位處臺中霧峰區桐林里北坑溪一帶的青桐林生態園區，總面積約180公頃，海拔高度在300-500公尺之間，最高點為海拔483公尺的「霧峰奧山」，又稱作為「霧峰契山」。內有北坑溪及南坑溪兩條河流經過，過去曾出租給居民種植果樹造林，惟後來承租者逐漸轉移他處耕作，因長時間無人為開發破壞，而造就園區保存完整的森林植被與林相，蘊含豐富珍貴稀有的動植物生態資源，及鄰近九九峰自然保留區，屬於卵石所構成的頭嵙山地質，為特殊的岩壁地理景觀。,霧峰區,北坑產業道路,,24.06326,120.76303,,,,,
1402,阿罩霧櫻花杜鵑步道,步道環繞總長約2.3公里，步行約一小時。本步道位於臺中市霧峰區，原名叫好漢坡，目前更名為阿罩霧櫻花杜鵑步道，步道兩旁有許多桐花之外，後來又種滿櫻花。從省議會大門進入，往議會山莊直直行，車可停第一登山步道口，再直走至第二登山步道口右轉好漢坡，步道環繞後由第一步道口結束，趁著花季前往欣賞盛開的櫻花，可享受登山樂趣。,霧峰區,霧峰萊園里與坑口里的交界,,24.06087,120.7032,,,,,
1401,萬豐環山步道,霧峰萬豐社區環山步道，是個社區型的步道，原本只是三條簡易小徑，由萬豐社區申請水保局農村再生計畫，修建為生態休閒環山步道，於102年完工，總長3.2公里。本步道由霧峰區中正路176巷進入，沿途有綠油油的稻田夾道，陣陣香甜的氣味撲鼻而來，經慈悟寺左轉，即進入登山步道，此步道屬無污染的地區，走在這裡可以吸收大量芬多精，沿途綠樹如蔭，草木扶疏，鳥囀蟲鳴，運氣好的話還可以看到紅蜻蜓、獼猴與多種鳥類，令人心曠神怡，步道每天都有社區志工打掃，非常整潔乾淨，設有指示牌、涼亭，高點展望佳，設有二座觀景平台、小花園，可眺望霧峰、草屯、烏溪、國道6號，及周邊翠綠山丘。鄰近有農業試驗所、地震博物館等景點，充滿人文特色，為適合民眾休閒放鬆踏青的好去處。,霧峰區,中正路176巷,,24.02633,120.69836,,,,,
1400,中心瓏登山步道,霧峰區中心瓏登山步道，海拔約200公尺，位於省諮議會後方的「中心瓏登山步道」，長度約1.8公里，地理位置及視野極佳，步道坡度平緩，沿途設有體健設施及觀景平臺，至高點聚英亭，為造型典雅的梅亭風格，可供遊客休憩，可近觀霧峰、遠眺臺中市的美景，非常適合親子出遊，是假日闔家漫步休閒好去處。,霧峰區,中正路734號,,24.05696,120.69786,,,,,
1399,乾溪自行車道,長度約1.1公里霧峰乾溪自行車道二期於106年8月完工，起點中正橋至終點大峰橋，長度約1.1公里，自行車能讓觀光客深入台中大街小巷，是拚觀光最好的綠色交通工具。乾溪自行車道沿線有霧峰農會、林家花園、九二一地震教育園區、泉水埤生態園區、台灣省諮議會、光復新村、亞洲大學現代美術館等著名周邊景點，未來將繼續串聯草湖溪、烏溪自行車道，為霧峰帶來更多觀光人潮。,霧峰區,中正橋,,24.06598,120.69434,,,,,
